,adaptor_angle,base_diameter,base_type,blind_hole,bolt_pattern_long,bolt_pattern_wide,component_group_id,component_id,component_type_id,corresponding_shell,coupling_class,diameter,drop_length,elbow_angle,extension_length,groove,head_diameter,height_over_tube,hex_nut_size,hex_size,hose_diameter,intended_nut_pitch,intended_nut_thread,material,mj_class_code,mj_plug_class_code,orientation,outside_shape,overall_length,part_name,plating,plug_diameter,seat_angle,shoulder_diameter,thickness,type,unique_feature,weight,component_thread_pitch,component_connection_type,component_nominal_size,component_length,component_thread_size,component_end_form
1009,,,,,,,other,C-0270,,,,,,,,,,,,,,,,,,,,,,SPACER,,,,,,,,0.037,[],[],[],[],[],[]
1010,,,,,,,other,C-0794,,,,,,,,,,,,,,,,,,,,,,ELBOW-HYDRAULIC,,,,,,,,12.03,[],[],[],[],[],[]
1011,,,,,,,other,C-0733,,,,,,,,,,,,,,,,,,,,,,ELBOW-HYDRAULIC,,,,,,,,,[],[],[],[],[],[]
1012,,,,,,,other,C-0790,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,0.68,[],[],[],[],[],[]
1013,,,,,,,other,C-0235,,,,,,,,,,,,,,,,,,,,,,PIPE,,,,,,,,4.337,[],[],[],[],[],[]
1014,,,,,,,other,C-0777,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,0.685,[],[],[],[],[],[]
1015,,,,,,,other,C-1757,,,,,,,,,,,,,,,,,,,,,,TUBE AS,,,,,,,,0.4,[],[],[],[],[],[]
1016,,,,,,,other,C-1556,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,4.175,[],[],[],[],[],[]
1017,,,,,,,other,C-1401,,,,,,,,,,,,,,,,,,,,,,ELBOW,,,,,,,,0.085,[],[],[],[],[],[]
1018,,,,,,,other,C-0319,,,,,,,,,,,,,,,,,,,,,,ELBOW,,,,,,,,0.778,[],[],[],[],[],[]
1019,,,,,,,other,C-1754,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,0.5,[],[],[],[],[],[]
1020,,,,,,,other,C-0230,,,,,,,,,,,,,,,,,,,,,,TUBE AS,,,,,,,,0.216,[],[],[],[],[],[]
1021,,,,,,,other,C-0298,,,,,,,,,,,,,,,,,,,,,,BRACKET,,,,,,,,0.096,[],[],[],[],[],[]
1022,,,,,,,other,C-0299,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,0.331,[],[],[],[],[],[]
1023,,,,,,,other,C-1825,,,,,,,,,,,,,,,,,,,,,,FILLER,,,,,,,,0.445,[],[],[],[],[],[]
1024,,,,,,,other,C-1955,,,,,,,,,,,,,,,,,,,,,,SCREEN AS,,,,,,,,0.5,[],[],[],[],[],[]
1025,,,,,,,other,C-0713,,,,,,,,,,,,,,,,,,,,,,ORIFICE,,,,,,,,0.222,[],[],[],[],[],[]
1026,,,,,,,other,C-0265,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,4.59,[],[],[],[],[],[]
1027,,,,,,,other,C-0637,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,3.225,[],[],[],[],[],[]
1028,,,,,,,other,C-1923,,,,,,,,,,,,,,,,,,,,,,FITTING,,,,,,,,0.773,[],[],[],[],[],[]
1029,,,,,,,other,C-0040,,,,,,,,,,,,,,,,,,,,,,ADAPTER,,,,,,,,1.693,[],[],[],[],[],[]
1030,,,,,,,other,C-0715,,,,,,,,,,,,,,,,,,,,,,ADAPTER - GAGE,,,,,,,,0.131,[],[],[],[],[],[]
1031,,,,,,,other,C-1009,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,1.5,[],[],[],[],[],[]
1032,,,,,,,other,C-0861,,,,,,,,,,,,,,,,,,,,,,NOZZLE,,,,,,,,0.005,[],[],[],[],[],[]
1033,,,,,,,other,C-0716,,,,,,,,,,,,,,,,,,,,,,ADAPTER RING,,,,,,,,2.259,[],[],[],[],[],[]
1034,,,,,,,other,C-0738,,,,,,,,,,,,,,,,,,,,,,BRACKET,,,,,,,,0.442,[],[],[],[],[],[]
1035,,,,,,,other,C-0604,,,,,,,,,,,,,,,,,,,,,,BRACKET,,,,,,,,0.204,[],[],[],[],[],[]
1036,,,,,,,other,C-0760,,,,,,,,,,,,,,,,,,,,,,SLEEVE-ORFS,,,,,,,,0.009,[],[],[],[],[],[]
1037,,,,,,,other,C-0883,,,,,,,,,,,,,,,,,,,,,,PLATE AS.,,,,,,,,0.08,[],[],[],[],[],[]
1038,,,,,,,other,C-1372,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,0.1,[],[],[],[],[],[]
1039,,,,,,,other,C-0034,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,0.424,[],[],[],[],[],[]
1040,,,,,,,other,C-0724,,,,,,,,,,,,,,,,,,,,,,TUBE-BULK,,,,,,,,0.32,[],[],[],[],[],[]
1041,,,,,,,other,C-1581,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,3.433,[],[],[],[],[],[]
1042,,,,,,,other,C-1693,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,0.017,[],[],[],[],[],[]
1043,,,,,,,other,C-1755,,,,,,,,,,,,,,,,,,,,,,TUBE AS-IN,,,,,,,,0.831,[],[],[],[],[],[]
1044,,,,,,,other,C-0704,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,0.28,[],[],[],[],[],[]
1045,,,,,,,other,C-0705,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,0.2,[],[],[],[],[],[]
1046,,,,,,,other,C-1822,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,0.123,[],[],[],[],[],[]
1047,,,,,,,other,C-0056,,,,,,,,,,,,,,,,,,,,,,FITTING,,,,,,,,0.004,[],[],[],[],[],[]
1048,,,,,,,other,C-1690,,,,,,,,,,,,,,,,,,,,,,ELBOW,,,,,,,,0.66,[],[],[],[],[],[]
1049,,,,,,,other,C-1856,,,,,,,,,,,,,,,,,,,,,,ADAPTER-OIL LIN,,,,,,,,1.0,[],[],[],[],[],[]
1050,,,,,,,other,C-0113,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,3.416,[],[],[],[],[],[]
1051,,,,,,,other,C-0904,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,0.668,[],[],[],[],[],[]
1052,,,,,,,other,C-0236,,,,,,,,,,,,,,,,,,,,,,GUSSET,,,,,,,,0.036,[],[],[],[],[],[]
1053,,,,,,,other,C-0906,,,,,,,,,,,,,,,,,,,,,,ADAPTER,,,,,,,,0.087,[],[],[],[],[],[]
1054,,,,,,,other,C-0089,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,0.06,[],[],[],[],[],[]
1055,,,,,,,other,C-0300,,,,,,,,,,,,,,,,,,,,,,BRACKET,,,,,,,,0.068,[],[],[],[],[],[]
1056,,,,,,,other,C-1562,,,,,,,,,,,,,,,,,,,,,,COVER-FRONT HSG,,,,,,,,,[],[],[],[],[],[]
1057,,,,,,,other,C-0233,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,0.163,[],[],[],[],[],[]
1058,,,,,,,other,C-0528,,,,,,,,,,,,,,,,,,,,,,RETAINER,,,,,,,,0.03,[],[],[],[],[],[]
1059,,,,,,,other,C-0725,,,,,,,,,,,,,,,,,,,,,,BAR,,,,,,,,0.013,[],[],[],[],[],[]
1060,,,,,,,other,C-0128,,,,,,,,,,,,,,,,,,,,,,COUPLING AS-PER,,,,,,,,0.158,[],[],[],[],[],[]
1061,,,,,,,other,C-1824,,,,,,,,,,,,,,,,,,,,,,ELBOW,,,,,,,,0.749,[],[],[],[],[],[]
1062,,,,,,,other,C-0729,,,,,,,,,,,,,,,,,,,,,,ELBOW,,,,,,,,0.631,[],[],[],[],[],[]
1063,,,,,,,other,C-0525,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,2.0,[],[],[],[],[],[]
1064,,,,,,,other,C-0505,,,,,,,,,,,,,,,,,,,,,,ADAPTER,,,,,,,,0.539,[],[],[],[],[],[]
1065,,,,,,,other,C-0645,,,,,,,,,,,,,,,,,,,,,,ADAPTER,,,,,,,,0.226,[],[],[],[],[],[]
1066,,,,,,,other,C-0812,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,0.85,[],[],[],[],[],[]
1067,,,,,,,other,C-0784,,,,,,,,,,,,,,,,,,,,,,ADAPTER,,,,,,,,0.1,[],[],[],[],[],[]
1068,,,,,,,other,C-2047,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,0.026,[],[],[],[],[],[]
1069,,,,,,,other,C-1674,,,,,,,,,,,,,,,,,,,,,,NUT-FUEL INJ,,,,,,,,0.035,[],[],[],[],[],[]
1070,,,,,,,other,C-1800,,,,,,,,,,,,,,,,,,,,,,ELBOW-90 DEG,,,,,,,,0.853,[],[],[],[],[],[]
1071,,,,,,,other,C-0885,,,,,,,,,,,,,,,,,,,,,,TUBE AS,,,,,,,,1.23,[],[],[],[],[],[]
1072,,,,,,,other,C-0886,,,,,,,,,,,,,,,,,,,,,,TUBE AS,,,,,,,,1.09,[],[],[],[],[],[]
1073,,,,,,,other,C-0887,,,,,,,,,,,,,,,,,,,,,,TUBE AS,,,,,,,,0.9,[],[],[],[],[],[]
1074,,,,,,,other,C-0888,,,,,,,,,,,,,,,,,,,,,,TUBE AS,,,,,,,,0.785,[],[],[],[],[],[]
1075,,,,,,,other,C-0902,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,5.457,[],[],[],[],[],[]
1076,,,,,,,other,C-1558,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,2.95,[],[],[],[],[],[]
1077,,,,,,,other,C-0167,,,,,,,,,,,,,,,,,,,,,,FLANGE-O FILLER,,,,,,,,0.27,[],[],[],[],[],[]
1078,,,,,,,other,C-0983,,,,,,,,,,,,,,,,,,,,,,TUBE AS,,,,,,,,4.405,[],[],[],[],[],[]
1079,,,,,,,other,C-0984,,,,,,,,,,,,,,,,,,,,,,TUBE AS,,,,,,,,4.427,[],[],[],[],[],[]
1080,,,,,,,other,C-0868,,,,,,,,,,,,,,,,,,,,,,NIPPLE AS.-45,,,,,,,,0.022,[],[],[],[],[],[]
1081,,,,,,,other,C-0788,,,,,,,,,,,,,,,,,,,,,,TUBE AS,,,,,,,,4.134,[],[],[],[],[],[]
1082,,,,,,,other,C-1559,,,,,,,,,,,,,,,,,,,,,,ADAPTER,,,,,,,,2.219,[],[],[],[],[],[]
1083,,,,,,,other,C-1971,,,,,,,,,,,,,,,,,,,,,,PLUG-STOR,,,,,,,,0.044,[],[],[],[],[],[]
1084,,,,,,,other,C-1813,,,,,,,,,,,,,,,,,,,,,,RIVET-BLIND,,,,,,,,0.014,[],[],[],[],[],[]
1085,,,,,,,other,C-0375,,,,,,,,,,,,,,,,,,,,,,NUT-DIRECT INJ,,,,,,,,0.019,[],[],[],[],[],[]
1086,,,,,,,other,C-1560,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,6.9,[],[],[],[],[],[]
1087,,,,,,,other,C-1933,,,,,,,,,,,,,,,,,,,,,,ELBOW,,,,,,,,0.451,[],[],[],[],[],[]
1088,,,,,,,other,C-0024,,,,,,,,,,,,,,,,,,,,,,BLOCK,,,,,,,,0.509,[],[],[],[],[],[]
1089,,,,,,,other,C-0032,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,4.485,[],[],[],[],[],[]
1090,,,,,,,other,C-1532,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,0.291,[],[],[],[],[],[]
1091,,,,,,,other,C-1596,,,,,,,,,,,,,,,,,,,,,,NUT-A/C,,,,,,,,,[],[],[],[],[],[]
1092,,,,,,,other,C-0109,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,0.063,[],[],[],[],[],[]
1093,,,,,,,other,C-0114,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,2.927,[],[],[],[],[],[]
1094,,,,,,,other,C-0116,,,,,,,,,,,,,,,,,,,,,,PLATE-FLANGE,,,,,,,,0.1,[],[],[],[],[],[]
1095,,,,,,,other,C-1310,,,,,,,,,,,,,,,,,,,,,,WASHER,,,,,,,,0.012,[],[],[],[],[],[]
1096,,,,,,,other,C-0136,,,,,,,,,,,,,,,,,,,,,,FLANGE AS.,,,,,,,,,[],[],[],[],[],[]
1097,,,,,,,other,C-0469,,,,,,,,,,,,,,,,,,,,,,COLLAR-O-RING,,,,,,,,0.068,[],[],[],[],[],[]
1098,,,,,,,other,C-1570,,,,,,,,,,,,,,,,,,,,,,ADAPTER,,,,,,,,,[],[],[],[],[],[]
1099,,,,,,,other,C-1397,,,,,,,,,,,,,,,,,,,,,,SCREEN,,,,,,,,0.011,[],[],[],[],[],[]
1100,,,,,,,other,C-1504,,,,,,,,,,,,,,,,,,,,,,HANGER-COAT,,,,,,,,0.826,[],[],[],[],[],[]
1101,,,,,,,other,C-1541,,,,,,,,,,,,,,,,,,,,,,CLIP,,,,,,,,0.148,[],[],[],[],[],[]
1102,,,,,,,other,C-1573,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,[],[],[],[],[],[]
1103,,,,,,,other,C-0222,,,,,,,,,,,,,,,,,,,,,,MANIFOLD,,,,,,,,9.456,[],[],[],[],[],[]
1104,,,,,,,other,C-1367,,,,,,,,,,,,,,,,,,,,,,ADAPTER,,,,,,,,0.155,[],[],[],[],[],[]
1105,,,,,,,other,C-1765,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,0.706,[],[],[],[],[],[]
1106,,,,,,,other,C-0280,,,,,,,,,,,,,,,,,,,,,,TUBE AS.,,,,,,,,0.614,[],[],[],[],[],[]
1107,,,,,,,other,C-1977,,,,,,,,,,,,,,,,,,,,,,NUT-FULL,,,,,,,,0.005,[],[],[],[],[],[]
1108,,,,,,,other,C-1666,,,,,,,,,,,,,,,,,,,,,,MANIFOLD,,,,,,,,1.719,[],[],[],[],[],[]
1109,,,,,,,other,C-0282,,,,,,,,,,,,,,,,,,,,,,TUBE AS.,,,,,,,,,[],[],[],[],[],[]
1110,,,,,,,other,C-1799,,,,,,,,,,,,,,,,,,,,,,CONNECTOR-SEAL,,,,,,,,0.01,[],[],[],[],[],[]
1111,,,,,,,other,C-0326,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,0.336,[],[],[],[],[],[]
1112,,,,,,,other,C-0088,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,6.35,[],[],[],[],[],[]
1113,,,,,,,other,C-0310,,,,,,,,,,,,,,,,,,,,,,SPACER,,,,,,,,0.283,[],[],[],[],[],[]
1114,,,,,,,other,C-0373,,,,,,,,,,,,,,,,,,,,,,ADAPTER,,,,,,,,0.105,[],[],[],[],[],[]
1115,,,,,,,other,C-0330,,,,,,,,,,,,,,,,,,,,,,ELBOW,,,,,,,,1.0,[],[],[],[],[],[]
1116,,,,,,,other,C-0103,,,,,,,,,,,,,,,,,,,,,,BLOCK,,,,,,,,1.457,[],[],[],[],[],[]
1117,,,,,,,other,C-1737,,,,,,,,,,,,,,,,,,,,,,SEAL-O-RING,,,,,,,,0.001,[],[],[],[],[],[]
1118,,,,,,,other,C-0346,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,0.04,[],[],[],[],[],[]
1119,,,,,,,other,C-0396,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,0.352,[],[],[],[],[],[]
1120,,,,,,,other,C-0349,,,,,,,,,,,,,,,,,,,,,,FLANGE-PIPE,,,,,,,,2.0,[],[],[],[],[],[]
1121,,,,,,,other,C-0372,,,,,,,,,,,,,,,,,,,,,,BRACKET,,,,,,,,0.049,[],[],[],[],[],[]
1122,,,,,,,other,C-0576,,,,,,,,,,,,,,,,,,,,,,CLEAT,,,,,,,,0.019,[],[],[],[],[],[]
1123,,,,,,,other,C-1753,,,,,,,,,,,,,,,,,,,,,,BLOCK,,,,,,,,1.8,[],[],[],[],[],[]
1124,,,,,,,other,C-1926,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,0.188,[],[],[],[],[],[]
1125,,,,,,,other,C-1741,,,,,,,,,,,,,,,,,,,,,,ELBOW,,,,,,,,0.749,[],[],[],[],[],[]
1126,,,,,,,other,C-0408,,,,,,,,,,,,,,,,,,,,,,TEE-HYDRAULIC,,,,,,,,2.26,[],[],[],[],[],[]
1127,,,,,,,other,C-1387,,,,,,,,,,,,,,,,,,,,,,FITTING,,,,,,,,0.13,[],[],[],[],[],[]
1128,,,,,,,other,C-1528,,,,,,,,,,,,,,,,,,,,,,BOSS,,,,,,,,0.28,[],[],[],[],[],[]
1129,,,,,,,other,C-0540,,,,,,,,,,,,,,,,,,,,,,FLANGE-LOWER,,,,,,,,0.251,[],[],[],[],[],[]
1130,,,,,,,other,C-0507,,,,,,,,,,,,,,,,,,,,,,SCREEN AS.,,,,,,,,,[],[],[],[],[],[]
1131,,,,,,,other,C-0511,,,,,,,,,,,,,,,,,,,,,,ADAPTER,,,,,,,,0.225,[],[],[],[],[],[]
1132,,,,,,,other,C-0512,,,,,,,,,,,,,,,,,,,,,,ANGLE AS,,,,,,,,0.18,[],[],[],[],[],[]
1133,,,,,,,other,C-0519,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,0.077,[],[],[],[],[],[]
1134,,,,,,,other,C-0324,,,,,,,,,,,,,,,,,,,,,,PLUG AS.,,,,,,,,0.319,[],[],[],[],[],[]
1135,,,,,,,other,C-0614,,,,,,,,,,,,,,,,,,,,,,HEAD-FLANGED,,,,,,,,0.599,[],[],[],[],[],[]
1136,,,,,,,other,C-0524,,,,,,,,,,,,,,,,,,,,,,FLANGE-ONE PIECE,,,,,,,,0.36,[],[],[],[],[],[]
1137,,,,,,,other,C-0527,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,1.903,[],[],[],[],[],[]
1138,,,,,,,other,C-0530,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,0.04,[],[],[],[],[],[]
1139,,,,,,,other,C-0515,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,0.019,[],[],[],[],[],[]
1140,,,,,,,other,C-0558,,,,,,,,,,,,,,,,,,,,,,COVER,,,,,,,,0.171,[],[],[],[],[],[]
1141,,,,,,,other,C-0559,,,,,,,,,,,,,,,,,,,,,,BRACKET,,,,,,,,0.034,[],[],[],[],[],[]
1142,,,,,,,other,C-0561,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,1.044,[],[],[],[],[],[]
1143,,,,,,,other,C-1515,,,,,,,,,,,,,,,,,,,,,,SHEET,,,,,,,,0.301,[],[],[],[],[],[]
1144,,,,,,,other,C-0980,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,0.841,[],[],[],[],[],[]
1145,,,,,,,other,C-0564,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,4.312,[],[],[],[],[],[]
1146,,,,,,,other,C-0843,,,,,,,,,,,,,,,,,,,,,,ORIFICE,,,,,,,,0.11,[],[],[],[],[],[]
1147,,,,,,,other,C-0588,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,0.62,[],[],[],[],[],[]
1148,,,,,,,other,C-0592,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,1.218,[],[],[],[],[],[]
1149,,,,,,,other,C-0563,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,0.406,[],[],[],[],[],[]
1150,,,,,,,other,C-1662,,,,,,,,,,,,,,,,,,,,,,CAP-ORFS,,,,,,,,0.038,[],[],[],[],[],[]
1151,,,,,,,other,C-0241,,,,,,,,,,,,,,,,,,,,,,PLUG AS-HSH-STO,,,,,,,,0.118,[],[],[],[],[],[]
1152,,,,,,,other,C-1321,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,0.402,[],[],[],[],[],[]
1153,,,,,,,other,C-0416,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,0.06,[],[],[],[],[],[]
1154,,,,,,,other,C-1204,,,,,,,,,,,,,,,,,,,,,,FITTING-FILLER,,,,,,,,1.46,[],[],[],[],[],[]
1155,,,,,,,other,C-0610,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,0.516,[],[],[],[],[],[]
1156,,,,,,,other,C-0611,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,0.851,[],[],[],[],[],[]
1157,,,,,,,other,C-0613,,,,,,,,,,,,,,,,,,,,,,ELBOW-HYDRAULIC,,,,,,,,2.46,[],[],[],[],[],[]
1158,,,,,,,other,C-1984,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,0.15,[],[],[],[],[],[]
1159,,,,,,,other,C-0634,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,0.236,[],[],[],[],[],[]
1160,,,,,,,other,C-0696,,,,,,,,,,,,,,,,,,,,,,COUPLING (1 BSP),,,,,,,,0.176,[],[],[],[],[],[]
1161,,,,,,,other,C-0635,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,9.57,[],[],[],[],[],[]
1162,,,,,,,other,C-0068,,,,,,,,,,,,,,,,,,,,,,TUBE AS,,,,,,,,,[],[],[],[],[],[]
1163,,,,,,,other,C-0648,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,0.552,[],[],[],[],[],[]
1164,,,,,,,other,C-0650,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,0.413,[],[],[],[],[],[]
1165,,,,,,,other,C-0657,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,0.182,[],[],[],[],[],[]
1166,,,,,,,other,C-0658,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,0.17,[],[],[],[],[],[]
1167,,,,,,,other,C-0536,,,,,,,,,,,,,,,,,,,,,,SCREEN,,,,,,,,0.16,[],[],[],[],[],[]
1168,,,,,,,other,C-1526,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,0.102,[],[],[],[],[],[]
1169,,,,,,,other,C-0430,,,,,,,,,,,,,,,,,,,,,,WASHER,,,,,,,,0.222,[],[],[],[],[],[]
1170,,,,,,,other,C-0127,,,,,,,,,,,,,,,,,,,,,,COUPLING AS-PERM,,,,,,,,0.166,[],[],[],[],[],[]
1171,,,,,,,other,C-0091,,,,,,,,,,,,,,,,,,,,,,COUPLING-PERM,,,,,,,,0.164,[],[],[],[],[],[]
1172,,,,,,,other,C-0590,,,,,,,,,,,,,,,,,,,,,,FLANGE-CAPTIVE,,,,,,,,0.279,[],[],[],[],[],[]
1173,,,,,,,other,C-0125,,,,,,,,,,,,,,,,,,,,,,COUPLING AS-PERM,,,,,,,,0.165,[],[],[],[],[],[]
1174,,,,,,,other,C-0397,,,,,,,,,,,,,,,,,,,,,,ORIFICE AS.-A/C,,,,,,,,0.004,[],[],[],[],[],[]
1175,,,,,,,other,C-0892,,,,,,,,,,,,,,,,,,,,,,CLEAT,,,,,,,,0.055,[],[],[],[],[],[]
1176,,,,,,,other,C-0838,,,,,,,,,,,,,,,,,,,,,,PLATE BLANK,,,,,,,,0.04,[],[],[],[],[],[]
1177,,,,,,,other,C-0126,,,,,,,,,,,,,,,,,,,,,,COUPLING AS-PERM,,,,,,,,0.162,[],[],[],[],[],[]
1178,,,,,,,other,C-0711,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,0.493,[],[],[],[],[],[]
1179,,,,,,,other,C-0718,,,,,,,,,,,,,,,,,,,,,,CONNECTOR-WELD,,,,,,,,0.021,[],[],[],[],[],[]
1180,,,,,,,other,C-0714,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,0.915,[],[],[],[],[],[]
1181,,,,,,,other,C-0721,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,2.719,[],[],[],[],[],[]
1182,,,,,,,other,C-0726,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,1.327,[],[],[],[],[],[]
1183,,,,,,,other,C-0731,,,,,,,,,,,,,,,,,,,,,,BLOCK,,,,,,,,1.722,[],[],[],[],[],[]
1184,,,,,,,other,C-1240,,,,,,,,,,,,,,,,,,,,,,HEAD-FLANGED,,,,,,,,0.1,[],[],[],[],[],[]
1185,,,,,,,other,C-0010,,,,,,,,,,,,,,,,,,,,,,NUT-FUEL TUBE,,,,,,,,0.01,[],[],[],[],[],[]
1186,,,,,,,other,C-0736,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,1.519,[],[],[],[],[],[]
1187,,,,,,,other,C-2042,,,,,,,,,,,,,,,,,,,,,,BOSS,,,,,,,,0.002,[],[],[],[],[],[]
1188,,,,,,,other,C-1524,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,0.339,[],[],[],[],[],[]
1189,,,,,,,other,C-1942,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,0.1,[],[],[],[],[],[]
1190,,,,,,,other,C-1424,,,,,,,,,,,,,,,,,,,,,,COUPLING AS,,,,,,,,0.495,[],[],[],[],[],[]
1191,,,,,,,other,C-0047,,,,,,,,,,,,,,,,,,,,,,BAR,,,,,,,,0.233,[],[],[],[],[],[]
1192,,,,,,,other,C-0773,,,,,,,,,,,,,,,,,,,,,,BLOCK,,,,,,,,2.316,[],[],[],[],[],[]
1193,,,,,,,other,C-0779,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,0.37,[],[],[],[],[],[]
1194,,,,,,,other,C-0809,,,,,,,,,,,,,,,,,,,,,,CLEAT,,,,,,,,0.062,[],[],[],[],[],[]
1195,,,,,,,other,C-0801,,,,,,,,,,,,,,,,,,,,,,ELBOW-AIR (CRS),,,,,,,,0.122,[],[],[],[],[],[]
1196,,,,,,,other,C-0810,,,,,,,,,,,,,,,,,,,,,,BLOCK,,,,,,,,2.532,[],[],[],[],[],[]
1197,,,,,,,other,C-0866,,,,,,,,,,,,,,,,,,,,,,NIPPLE AS.-90,,,,,,,,0.019,[],[],[],[],[],[]
1198,,,,,,,other,C-2036,,,,,,,,,,,,,,,,,,,,,,SEAL-O-RING,,,,,,,,0.001,[],[],[],[],[],[]
1199,,,,,,,other,C-0811,,,,,,,,,,,,,,,,,,,,,,BRACKET AS.,,,,,,,,,[],[],[],[],[],[]
1200,,,,,,,other,C-0517,,,,,,,,,,,,,,,,,,,,,,ADAPTER,,,,,,,,0.031,[],[],[],[],[],[]
1201,,,,,,,other,C-0929,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,0.019,[],[],[],[],[],[]
1202,,,,,,,other,C-0878,,,,,,,,,,,,,,,,,,,,,,NIPPLE AS.-77,,,,,,,,0.025,[],[],[],[],[],[]
1203,,,,,,,other,C-0862,,,,,,,,,,,,,,,,,,,,,,ORIFICE,,,,,,,,0.278,[],[],[],[],[],[]
1204,,,,,,,other,C-0898,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,0.005,[],[],[],[],[],[]
1205,,,,,,,other,C-1876,,,,,,,,,,,,,,,,,,,,,,BOSS-WELD,,,,,,,,0.038,[],[],[],[],[],[]
1206,,,,,,,other,C-2012,,,,,,,,,,,,,,,,,,,,,,COUPLING,,,,,,,,0.279,[],[],[],[],[],[]
1207,,,,,,,other,C-1093,,,,,,,,,,,,,,,,,,,,,,BRACKET,,,,,,,,0.613,[],[],[],[],[],[]
1208,,,,,,,other,C-0232,,,,,,,,,,,,,,,,,,,,,,BOSS,,,,,,,,0.073,[],[],[],[],[],[]
1209,,,,,,,other,C-0926,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,0.18,[],[],[],[],[],[]
