,adaptor_angle,base_diameter,base_type,blind_hole,bolt_pattern_long,bolt_pattern_wide,component_group_id,component_id,component_type_id,connection_type_id,connection_type_id_1,connection_type_id_2,connection_type_id_3,connection_type_id_4,corresponding_shell,coupling_class,diameter,drop_length,elbow_angle,end_form_id_1,end_form_id_2,end_form_id_3,end_form_id_4,extension_length,groove,head_diameter,height_over_tube,hex_nut_size,hex_size,hose_diameter,intended_nut_pitch,intended_nut_thread,length,length_1,length_2,length_3,length_4,material,mj_class_code,mj_plug_class_code,nominal_size_1,nominal_size_2,nominal_size_3,nominal_size_4,orientation,outside_shape,overall_length,part_name,plating,plug_diameter,seat_angle,shoulder_diameter,thickness,thread_pitch,thread_pitch_1,thread_pitch_2,thread_pitch_3,thread_pitch_4,thread_size,thread_size_1,thread_size_2,thread_size_3,thread_size_4,type,unique_feature,weight
969,,,,,,,other,C-0759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER,,,,,,,,,,,,,,,,,,0.022
970,,,,,,,other,C-0067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,,,,,,,,,,,0.265
971,,,,,,,other,C-0476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER,,,,,,,,,,,,,,,,,,0.599
972,,,,,,,other,C-1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,,,,,,,,,,,0.336
973,,,,,,,other,C-0879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRACKET,,,,,,,,,,,,,,,,,,0.117
974,,,,,,,other,C-0039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,,,,,,,,,,,1.953
975,,,,,,,other,C-0842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE AS,,,,,,,,,,,,,,,,,,
976,,,,,,,other,C-0183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELBOW,,,,,,,,,,,,,,,,,,0.795
977,,,,,,,other,C-0803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER,,,,,,,,,,,,,,,,,,0.463
978,,,,,,,other,C-0901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUT-37° FLARED,,,,,,,,,,,,,,,,,,0.015
979,,,,,,,other,C-1818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FITTING-NUT,,,,,,,,,,,,,,,,,,0.016
980,,,,,,,other,C-0316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELBOW,,,,,,,,,,,,,,,,,,0.792
981,,,,,,,other,C-0742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORIFICE,,,,,,,,,,,,,,,,,,0.243
982,,,,,,,other,C-0689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE-ONE PIEC,,,,,,,,,,,,,,,,,,2.053
983,,,,,,,other,C-1438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLUG-PIPE,,,,,,,,,,,,,,,,,,0.019
984,,,,,,,other,C-0484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE-TURBO OIL,,,,,,,,,,,,,,,,,,0.502
985,,,,,,,other,C-1857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUT-MALE PIPE,,,,,,,,,,,,,,,,,,
986,,,,,,,other,C-1827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUT-TUBE,,,,,,,,,,,,,,,,,,0.01
987,,,,,,,other,C-0482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE AS,,,,,,,,,,,,,,,,,,
988,,,,,,,other,C-1251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE-CAPTIVE,,,,,,,,,,,,,,,,,,0.502
989,,,,,,,other,C-1360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE AS,,,,,,,,,,,,,,,,,,
990,,,,,,,other,C-1485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASHER-HARD,,,,,,,,,,,,,,,,,,0.009
991,,,,,,,other,C-1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,,,,,,,,,,,0.073
992,,,,,,,other,C-0305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,,,,,,,,,,,0.459
993,,,,,,,other,C-1192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE (BULK),,,,,,,,,,,,,,,,,,
994,,,,,,,other,C-1193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,,,,,,,,,,,
995,,,,,,,other,C-1422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COUPLING AS,,,,,,,,,,,,,,,,,,0.279
996,,,,,,,other,C-0851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELBOW,,,,,,,,,,,,,,,,,,1.8
997,,,,,,,other,C-0603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEAD-FLANGED,,,,,,,,,,,,,,,,,,0.33
998,,,,,,,other,C-0818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPACER,,,,,,,,,,,,,,,,,,0.081
999,,,,,,,other,C-0055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FITTING,,,,,,,,,,,,,,,,,,0.002
1000,,,,,,,other,C-0847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE AS,,,,,,,,,,,,,,,,,,
1001,,,,,,,other,C-1540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLIP,,,,,,,,,,,,,,,,,,0.059
1002,,,,,,,other,C-0841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE AS,,,,,,,,,,,,,,,,,,0.725
1003,,,,,,,other,C-1738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,2.315
1004,,,,,,,other,C-1732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLAMP,,,,,,,,,,,,,,,,,,0.045
1005,,,,,,,other,C-0673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER,,,,,,,,,,,,,,,,,,0.844
1006,,,,,,,other,C-1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRACKET,,,,,,,,,,,,,,,,,,
1007,,,,,,,other,C-0098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,0.236
1008,,,,,,,other,C-1787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JOINT-T,,,,,,,,,,,,,,,,,,1.53
1009,,,,,,,other,C-0270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPACER,,,,,,,,,,,,,,,,,,0.037
1010,,,,,,,other,C-0794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELBOW-HYDRAULIC,,,,,,,,,,,,,,,,,,12.03
1011,,,,,,,other,C-0733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELBOW-HYDRAULIC,,,,,,,,,,,,,,,,,,
1012,,,,,,,other,C-0790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,0.68
1013,,,,,,,other,C-0235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPE,,,,,,,,,,,,,,,,,,4.337
1014,,,,,,,other,C-0777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,0.685
1015,,,,,,,other,C-1757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE AS,,,,,,,,,,,,,,,,,,0.4
1016,,,,,,,other,C-1556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,,,,,,,,,,,4.175
1017,,,,,,,other,C-1401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELBOW,,,,,,,,,,,,,,,,,,0.085
1018,,,,,,,other,C-0319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELBOW,,,,,,,,,,,,,,,,,,0.778
1019,,,,,,,other,C-1754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,,,,,,,,,,,0.5
1020,,,,,,,other,C-0230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE AS,,,,,,,,,,,,,,,,,,0.216
1021,,,,,,,other,C-0298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRACKET,,,,,,,,,,,,,,,,,,0.096
1022,,,,,,,other,C-0299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,,,,,,,,,,,0.331
1023,,,,,,,other,C-1825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLER,,,,,,,,,,,,,,,,,,0.445
1024,,,,,,,other,C-1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCREEN AS,,,,,,,,,,,,,,,,,,0.5
1025,,,,,,,other,C-0713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORIFICE,,,,,,,,,,,,,,,,,,0.222
1026,,,,,,,other,C-0265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,4.59
1027,,,,,,,other,C-0637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,3.225
1028,,,,,,,other,C-1923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FITTING,,,,,,,,,,,,,,,,,,0.773
1029,,,,,,,other,C-0040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER,,,,,,,,,,,,,,,,,,1.693
1030,,,,,,,other,C-0715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER - GAGE,,,,,,,,,,,,,,,,,,0.131
1031,,,,,,,other,C-1009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,1.5
1032,,,,,,,other,C-0861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOZZLE,,,,,,,,,,,,,,,,,,0.005
1033,,,,,,,other,C-0716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER RING,,,,,,,,,,,,,,,,,,2.259
1034,,,,,,,other,C-0738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRACKET,,,,,,,,,,,,,,,,,,0.442
1035,,,,,,,other,C-0604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRACKET,,,,,,,,,,,,,,,,,,0.204
1036,,,,,,,other,C-0760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLEEVE-ORFS,,,,,,,,,,,,,,,,,,0.009
1037,,,,,,,other,C-0883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLATE AS.,,,,,,,,,,,,,,,,,,0.08
1038,,,,,,,other,C-1372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,0.1
1039,,,,,,,other,C-0034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,0.424
1040,,,,,,,other,C-0724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE-BULK,,,,,,,,,,,,,,,,,,0.32
1041,,,,,,,other,C-1581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,,,,,,,,,,,3.433
1042,,,,,,,other,C-1693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,,,,,,,,,,,0.017
1043,,,,,,,other,C-1755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE AS-IN,,,,,,,,,,,,,,,,,,0.831
1044,,,,,,,other,C-0704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,,,,,,,,,,,0.28
1045,,,,,,,other,C-0705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,,,,,,,,,,,0.2
1046,,,,,,,other,C-1822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,,,,,,,,,,,0.123
1047,,,,,,,other,C-0056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FITTING,,,,,,,,,,,,,,,,,,0.004
1048,,,,,,,other,C-1690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELBOW,,,,,,,,,,,,,,,,,,0.66
1049,,,,,,,other,C-1856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER-OIL LIN,,,,,,,,,,,,,,,,,,1.0
1050,,,,,,,other,C-0113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,,,,,,,,,,,3.416
1051,,,,,,,other,C-0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,0.668
1052,,,,,,,other,C-0236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GUSSET,,,,,,,,,,,,,,,,,,0.036
1053,,,,,,,other,C-0906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER,,,,,,,,,,,,,,,,,,0.087
1054,,,,,,,other,C-0089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,0.06
1055,,,,,,,other,C-0300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRACKET,,,,,,,,,,,,,,,,,,0.068
1056,,,,,,,other,C-1562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COVER-FRONT HSG,,,,,,,,,,,,,,,,,,
1057,,,,,,,other,C-0233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,,,,,,,,,,,0.163
1058,,,,,,,other,C-0528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RETAINER,,,,,,,,,,,,,,,,,,0.03
1059,,,,,,,other,C-0725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAR,,,,,,,,,,,,,,,,,,0.013
1060,,,,,,,other,C-0128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COUPLING AS-PER,,,,,,,,,,,,,,,,,,0.158
1061,,,,,,,other,C-1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELBOW,,,,,,,,,,,,,,,,,,0.749
1062,,,,,,,other,C-0729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELBOW,,,,,,,,,,,,,,,,,,0.631
1063,,,,,,,other,C-0525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,2.0
1064,,,,,,,other,C-0505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER,,,,,,,,,,,,,,,,,,0.539
1065,,,,,,,other,C-0645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER,,,,,,,,,,,,,,,,,,0.226
1066,,,,,,,other,C-0812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,,,,,,,,,,,0.85
1067,,,,,,,other,C-0784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER,,,,,,,,,,,,,,,,,,0.1
1068,,,,,,,other,C-2047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,0.026
1069,,,,,,,other,C-1674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUT-FUEL INJ,,,,,,,,,,,,,,,,,,0.035
1070,,,,,,,other,C-1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELBOW-90 DEG,,,,,,,,,,,,,,,,,,0.853
1071,,,,,,,other,C-0885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE AS,,,,,,,,,,,,,,,,,,1.23
1072,,,,,,,other,C-0886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE AS,,,,,,,,,,,,,,,,,,1.09
1073,,,,,,,other,C-0887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE AS,,,,,,,,,,,,,,,,,,0.9
1074,,,,,,,other,C-0888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE AS,,,,,,,,,,,,,,,,,,0.785
1075,,,,,,,other,C-0902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,5.457
1076,,,,,,,other,C-1558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,,,,,,,,,,,2.95
1077,,,,,,,other,C-0167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE-O FILLER,,,,,,,,,,,,,,,,,,0.27
1078,,,,,,,other,C-0983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE AS,,,,,,,,,,,,,,,,,,4.405
1079,,,,,,,other,C-0984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE AS,,,,,,,,,,,,,,,,,,4.427
1080,,,,,,,other,C-0868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIPPLE AS.-45,,,,,,,,,,,,,,,,,,0.022
1081,,,,,,,other,C-0788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE AS,,,,,,,,,,,,,,,,,,4.134
1082,,,,,,,other,C-1559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER,,,,,,,,,,,,,,,,,,2.219
1083,,,,,,,other,C-1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLUG-STOR,,,,,,,,,,,,,,,,,,0.044
1084,,,,,,,other,C-1813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIVET-BLIND,,,,,,,,,,,,,,,,,,0.014
1085,,,,,,,other,C-0375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUT-DIRECT INJ,,,,,,,,,,,,,,,,,,0.019
1086,,,,,,,other,C-1560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,6.9
1087,,,,,,,other,C-1933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELBOW,,,,,,,,,,,,,,,,,,0.451
1088,,,,,,,other,C-0024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BLOCK,,,,,,,,,,,,,,,,,,0.509
1089,,,,,,,other,C-0032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,,,,,,,,,,,4.485
1090,,,,,,,other,C-1532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,0.291
1091,,,,,,,other,C-1596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUT-A/C,,,,,,,,,,,,,,,,,,
1092,,,,,,,other,C-0109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,,,,,,,,,,,0.063
1093,,,,,,,other,C-0114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE,,,,,,,,,,,,,,,,,,2.927
1094,,,,,,,other,C-0116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLATE-FLANGE,,,,,,,,,,,,,,,,,,0.1
1095,,,,,,,other,C-1310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASHER,,,,,,,,,,,,,,,,,,0.012
1096,,,,,,,other,C-0136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE AS.,,,,,,,,,,,,,,,,,,
1097,,,,,,,other,C-0469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLLAR-O-RING,,,,,,,,,,,,,,,,,,0.068
1098,,,,,,,other,C-1570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER,,,,,,,,,,,,,,,,,,
1099,,,,,,,other,C-1397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCREEN,,,,,,,,,,,,,,,,,,0.011
1100,,,,,,,other,C-1504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HANGER-COAT,,,,,,,,,,,,,,,,,,0.826
1101,,,,,,,other,C-1541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLIP,,,,,,,,,,,,,,,,,,0.148
1102,,,,,,,other,C-1573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,
1103,,,,,,,other,C-0222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MANIFOLD,,,,,,,,,,,,,,,,,,9.456
1104,,,,,,,other,C-1367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER,,,,,,,,,,,,,,,,,,0.155
1105,,,,,,,other,C-1765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,,,,,,,,,,,0.706
1106,,,,,,,other,C-0280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE AS.,,,,,,,,,,,,,,,,,,0.614
1107,,,,,,,other,C-1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUT-FULL,,,,,,,,,,,,,,,,,,0.005
1108,,,,,,,other,C-1666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MANIFOLD,,,,,,,,,,,,,,,,,,1.719
1109,,,,,,,other,C-0282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBE AS.,,,,,,,,,,,,,,,,,,
1110,,,,,,,other,C-1799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONNECTOR-SEAL,,,,,,,,,,,,,,,,,,0.01
1111,,,,,,,other,C-0326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,,,,,,,,,,,0.336
1112,,,,,,,other,C-0088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,6.35
1113,,,,,,,other,C-0310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPACER,,,,,,,,,,,,,,,,,,0.283
1114,,,,,,,other,C-0373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER,,,,,,,,,,,,,,,,,,0.105
1115,,,,,,,other,C-0330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELBOW,,,,,,,,,,,,,,,,,,1.0
1116,,,,,,,other,C-0103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BLOCK,,,,,,,,,,,,,,,,,,1.457
1117,,,,,,,other,C-1737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEAL-O-RING,,,,,,,,,,,,,,,,,,0.001
1118,,,,,,,other,C-0346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,,,,,,,,,,,0.04
1119,,,,,,,other,C-0396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE,,,,,,,,,,,,,,,,,,0.352
1120,,,,,,,other,C-0349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE-PIPE,,,,,,,,,,,,,,,,,,2.0
1121,,,,,,,other,C-0372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRACKET,,,,,,,,,,,,,,,,,,0.049
1122,,,,,,,other,C-0576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEAT,,,,,,,,,,,,,,,,,,0.019
1123,,,,,,,other,C-1753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BLOCK,,,,,,,,,,,,,,,,,,1.8
1124,,,,,,,other,C-1926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLATE,,,,,,,,,,,,,,,,,,0.188
1125,,,,,,,other,C-1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELBOW,,,,,,,,,,,,,,,,,,0.749
1126,,,,,,,other,C-0408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-HYDRAULIC,,,,,,,,,,,,,,,,,,2.26
1127,,,,,,,other,C-1387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FITTING,,,,,,,,,,,,,,,,,,0.13
1128,,,,,,,other,C-1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOSS,,,,,,,,,,,,,,,,,,0.28
1129,,,,,,,other,C-0540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANGE-LOWER,,,,,,,,,,,,,,,,,,0.251
1130,,,,,,,other,C-0507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCREEN AS.,,,,,,,,,,,,,,,,,,
1131,,,,,,,other,C-0511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAPTER,,,,,,,,,,,,,,,,,,0.225
